"$wgCityId","URL","$wgSitename","$wgContentLanguage","Date of creation","Founder name","WAC Project - PVT","ARC/WAC Project - WR/IVT","Remarks"
"","https://tungfungcityfleet.fandom.com/zh-tw","東風市 Wiki","zh-tw","2022-01-22 10:24:56","KT5159","","",""
"","https://alpha-g.fandom.com/zh-tw","ALPHA G Wiki","zh-tw","2022-01-21 14:27:43","Ivysam070199","","",""
"","https://robloxyoutuber.fandom.com/zh-tw","Roblox中文YouTuber Wiki","zh-tw","2022-01-20 07:24:11","Didiilong","","",""
"","https://peoplesrepublicofnantou.fandom.com/zh-tw","南投人民共和國 Wiki","zh-tw","2022-01-16 14:41:08","Mayanqun","","",""
"","https://moonlight-bus-bmb.fandom.com/zh-tw","Moonlight Bus (BMB) 月亮巴士 Wiki","zh-tw","2022-01-16 10:16:27","M,m,5050","","",""
"","https://night-mody-road.fandom.com/zh-tw","Night Mody Road  Wiki","zh-tw","2022-01-14 06:42:45","I like bus","","",""
"","https://irwindikuo.fandom.com/zh-tw","爾文帝國 Wiki","zh-tw","2022-01-12 15:04:04","Ianliu5487","","",""
"","https://thegreatirwinkingdom.fandom.com/zh-tw","爾文帝國 Wiki","zh-tw","2022-01-11 13:22:24","Ianliu5487","","",""
"","https://wannabechallengetw.fandom.com/zh-tw","《噗通噗通鬼怪同居中》中文 Wiki","zh-tw","2022-01-10 12:10:39","Cheng5471","","",""
"","https://po-ma-city.fandom.com/zh-tw","Po Ma City Wiki","zh-tw","2022-01-10 08:47:11","Busfaninhk","","",""
"","https://healwithemotion.fandom.com/zh-tw","Heal-with-emotion Wiki","zh-tw","2022-01-10 06:40:35","BelleAndersenLee","","",""
"","https://squid-game.fandom.com/zh-tw","魷魚遊戲 Wiki","zh-tw","2022-01-09 09:41:57","D1114456","","",""
"","https://mcpe-wiki-rail.fandom.com/zh-tw","MCPE Wiki 基岩百科 Wiki","zh-tw","2022-01-09 03:52:28","Edwinho3133","","",""
"","https://minecraft3193092taiwanwiki01-0.fandom.com/zh-tw","Minecraft3193092 台灣百科 Wiki","zh-tw","2022-01-08 05:45:12","Minecraft3193092","","",""
"","https://toastfriends.fandom.com/zh-tw","吐司夥伴 Wiki","zh-tw","2022-01-08 00:34:35","Charlie-moomoo","","",""
"","https://firme.fandom.com/zh-tw","FireWiki Wiki","zh-tw","2022-01-07 08:12:23","文特火焰公國","","",""
"","https://scratch.fandom.com/zh-tw","Scratch Wiki","zh-tw","2022-01-07 00:27:00","Eden1013","","",""
"","https://weaponmakers.fandom.com/zh-tw","奈普利武器錄 Wiki","zh-tw","2022-01-06 12:59:27","Yerakun","","",""
"","https://asphalt9-legends.fandom.com/zh-tw","狂野飆車9：競速傳奇 Wiki","zh-tw","2022-01-05 07:35:05","StarsShine11904","","",""
"","https://larpnoblefamiliesstories.fandom.com/zh-tw","LARP豪門系列 Wiki","zh-tw","2022-01-03 06:16:30","Kalistina","","",""
"","https://braveseries.fandom.com/zh-tw","Braveseries Wiki","zh-tw","2022-01-02 15:26:02","Duke9","","",""
"","https://china-dynasty.fandom.com/zh-tw","大中華王朝 Wiki","zh-tw","2022-01-02 10:25:45","Allen57san","","",""
"","https://anguslee.fandom.com/zh-tw","Anguslee Wiki","zh-tw","2022-01-01 09:34:46","Meloball","","",""
"","https://niaomin.fandom.com/zh-tw","Niaomin Wiki","zh-tw","2022-01-01 07:47:36","Niaomin1234","","",""
"","https://goddamndisgustinglilocon.fandom.com/zh-tw","慕容與_____ Wiki","zh-tw","2021-12-30 11:59:13","TabunKaze","","",""
"","https://mystery-bear-ayres.fandom.com/zh-tw","Mystery Bear Ayres Wiki","zh-tw","2021-12-29 16:53:49","Mystery Bear Ayres","","",""
"","https://eternalscarlet.fandom.com/zh-tw","流火之詩EternalScarlet Wiki","zh-tw","2021-12-27 10:12:32","Tsuya123","","",""
"","https://woyah39236.fandom.com/zh-tw","Woyah39236 Wiki","zh-tw","2021-12-27 08:26:25","Woyah39236","","",""
"","https://standupcenter.fandom.com/zh-tw","高科技教育中心 Wiki","zh-tw","2021-12-27 07:11:25","LMTGgeorge","","",""
"","https://warriorsocrewrite-moonrise.fandom.com/zh-tw","貓戰士OC：重寫月初Rewrite Moonrise Wiki","zh-tw","2021-12-22 16:36:30","Moon Fut","","",""
"","https://roblox.fandom.com/zh-tw","Roblox Wiki","zh-tw","2021-12-22 10:01:49","HongKongMTR123789","","",""
"","https://mtr.fandom.com/zh-tw","MTR Wiki","zh-tw","2021-12-22 09:49:48","HongKongMTR123789","","",""
"","https://merge-mansion.fandom.com/zh-tw","Merge Mansion Wiki","zh-tw","2021-12-21 06:00:52","Jtafstn","","",""
"","https://unipon1212.fandom.com/zh-tw","優尼椪 Wiki","zh-tw","2021-12-19 11:18:43","Alice871104","","",""
"","https://the-empire-of-hydrogencarbonate.fandom.com/zh-tw","The Empire of Hydrogen-carbonate Wiki","zh-tw","2021-12-18 10:06:35","Lam Jeffreyyy","","",""
"","https://monxi.fandom.com/zh-tw","Monxi games Wiki","zh-tw","2021-12-18 04:14:45","Monday monxi","","",""
"","https://taigi.fandom.com/zh-tw","Taigi Wiki","zh-tw","2021-12-15 08:17:39","LiKai121","","",""
"","https://miconprint.fandom.com/zh-tw","Miconprint Wiki","zh-tw","2021-12-14 06:48:02","ZachZZZZZZ0805","","",""
"","https://yaohuajiachengniuma.fandom.com/zh-tw","耀华嘉诚牛马 Wiki","zh-tw","2021-12-12 05:42:43","Jasbmc","","",""
"","https://hunters-preys.fandom.com/zh-tw","Hunters &amp; Preys Wiki","zh-tw","2021-12-12 03:13:21","Tecumara","","",""
"","https://2021an.fandom.com/zh-tw","心 (自製台灣台) Wiki","zh-tw","2021-12-11 10:45:30","Qaz01471s","","",""
"","https://beratw.fandom.com/zh-tw","BeRaベラ Wiki","zh-tw","2021-12-06 15:33:26","BeRaTW01","","",""
"","https://havava5.fandom.com/zh-tw","Havava5 Wiki","zh-tw","2021-12-05 06:30:01","Havava5","","",""
"","https://wenjetso.fandom.com/zh-tw","Wenjetso 搵著數 Wiki","zh-tw","2021-12-04 15:48:21","Ycy101","","",""
"","https://mandywong.fandom.com/zh-tw","黃智雯 Wiki","zh-tw","2021-12-04 07:43:41","Corn.n.mandy","","",""
"","https://taiwanidol.fandom.com/zh-tw","台灣地下偶像 Wiki","zh-tw","2021-12-03 07:17:50","宵夜王","","",""
"","https://lbke7.fandom.com/zh-tw","Lbke7 Wiki","zh-tw","2021-12-02 19:29:34","Lbke7","","",""
"","https://allfoodin.fandom.com/zh-tw","食雜糧飯 Wiki","zh-tw","2021-12-01 06:43:32","濮白","","",""
"","https://micronations.fandom.com/zh-tw","微國大世界 Wiki","zh-tw","2021-11-30 20:42:04","Timchang98","","",""
"","https://tsuki-odyssey.fandom.com/zh-tw","月兔漫遊 Wiki","zh-tw","2021-11-30 10:54:58","Waijawaija","","",""
"","https://hpma.fandom.com/zh-tw","哈利波特魔法覺醒 Wiki","zh-tw","2021-11-25 11:54:01","Y1n4space","","",""
"","https://school-bus.fandom.com/zh-tw"," school bus Wiki","zh-tw","2021-11-23 02:19:09","Hay106","","",""
"","https://zeroone.fandom.com/zh-tw","ZeroOne Wiki","zh-tw","2021-10-25 02:27:56","Kumashin17","","",""
"","https://centre-server-cs.fandom.com/zh-tw","新達伺服器 Centre Server CS Wiki","zh-tw","2021-10-24 08:35:26","Everydaylifeisgood2","","",""
"","https://oak-nut.fandom.com/zh-tw","Oak-Nut Minecraft Wiki","zh-tw","2021-10-18 06:31:18","Yemengouo","","",""
"","https://sansdc.fandom.com/zh-tw","審判者 Wiki","zh-tw","2021-10-15 18:23:03","Baidairay","","",""
"","https://straydogs.fandom.com/zh-tw","文豪迷犬怪奇谭 Wiki","zh-tw","2021-09-16 11:02:43","Kawayifork","","",""
"","https://echoofstarsong.fandom.com/zh-tw","OPUS：龍脈常歌 Wiki","zh-tw","2021-09-12 22:59:50","Hokomili","","",""
"","https://souleatingheart.fandom.com/zh-tw","噬魂之心&amp;魔神之路(SoulEatingHeart)wiki Wiki","zh-tw","2021-09-09 12:32:54","Gmo123rou","","",""
"","https://dnaxcat.fandom.com/zh-tw","九藏喵窩 Wiki","zh-tw","2021-09-04 14:24:12","Kemono6506","","",""
"","https://emergingmicrocountry.fandom.com/zh-tw","華人新興微國發展協會 Wiki","zh-tw","2021-08-24 09:37:51","Lcl29","","",""
"","https://minecraft.fandom.com/lzh","礦藝大典","zh-tw","2021-08-23 03:55:29","ENxJIA","","",""
"","https://thechinacommune.fandom.com/zh-tw","中華公社 Wiki","zh-tw","2021-08-22 14:47:06","Nuobai160","","",""
"","https://newkomica-kari.fandom.com/zh-tw","New Komica wiki (仮) Wiki","zh-tw","2021-08-22 08:59:13","TakasakiYou","","",""
"","https://holaria.fandom.com/zh-tw","Holaria Wiki","zh-tw","2021-08-19 15:09:09","President.Jonah","","",""
"","https://kitagawa.fandom.com/zh-tw","北川 Wiki","zh-tw","2021-08-12 12:50:28","Loklokpepe","","",""
"","https://kaian.fandom.com/zh-tw","槐安 Wiki","zh-tw","2021-08-10 08:59:23","Umoon","","",""
"","https://minecraft4602-gym-server.fandom.com/zh-tw","Minecraft-4602 GYM Server Wiki","zh-tw","2021-08-08 09:05:50","Pastor Danny","","",""
"","https://akb48teamtp.fandom.com/zh-tw","AKB48 TEAM TP Wiki","zh-tw","2021-08-01 10:11:21","Tsu58basa","","",""
"","https://uhc.fandom.com/zh-tw","可粉盃UHC Wiki","zh-tw","2021-07-31 08:53:36","VitaBlue","","",""
"","https://newworld.fandom.com/zh-tw","NewWorld Wiki","zh-tw","2021-07-30 08:31:47","Lotherex","","",""
"","https://leven-railway.fandom.com/zh-tw","十一鐵路 Wiki","zh-tw","2021-07-27 07:47:12","Leven2343","","",""
"","https://memesassociation2020.fandom.com/zh-tw","迷因協會 Wiki","zh-tw","2021-07-22 05:13:33","MouseTW","","",""
"","https://dwarf-fortress.fandom.com/zh-tw","矮人要塞 Wiki","zh-tw","2021-07-16 16:14:13","Troy0818","","",""
"","https://langrensha.fandom.com/zh-tw","狼人殺-毅錦鯉魔改版 Wiki","zh-tw","2021-07-14 14:45:45","毅錦鯉","","",""
"","https://melvoridletradchinese.fandom.com/zh-tw","梅沃爾放置繁中化 Wiki","zh-tw","2021-07-12 01:41:37","MrDreamTheater","","",""
"","https://ao4ao7.fandom.com/zh-tw","Ao4ao7 Wiki","zh-tw","2021-07-11 13:33:24","Ao4ao7","","",""
"","https://flashpebia.fandom.com/zh-tw","刷機百科 Wiki","zh-tw","2021-07-05 04:19:00","刷機百科","","",""
"","https://cookierunseries.fandom.com/zh-tw","跑跑薑餅人系列 Wiki","zh-tw","2021-07-04 14:07:03","MissKS891009","","",""
"","https://twbuswikib.fandom.com/zh-tw","台灣巴士文化百科 Wiki","zh-tw","2021-06-08 09:08:26","Az88119782","","",""
"","https://twbusforum.fandom.com/zh-tw","TWBusforum Wiki","zh-tw","2021-06-07 13:54:57","TommyXPG","","",""
"","https://coldwar2021.fandom.com/zh-tw","寒戰2021 Wiki","zh-tw","2021-06-05 10:21:19","Ghostmaster574","","",""
"","https://chinesefictionalcountries.fandom.com/zh-tw","華人虛擬國家 Wiki","zh-tw","2021-06-05 02:44:55","Wozzyhorse","","",""
"","https://awake.fandom.com/zh-tw","模型少女 AWAKE Wiki","zh-tw","2021-06-03 14:45:57","FuliFuli123","","",""
"","https://valheimchinese.fandom.com/zh-tw","瓦爾海姆中文 Wiki","zh-tw","2021-05-26 05:36:44","Lin20051006","","",""
"","https://easy.fandom.com/zh-tw","輕鬆 Wiki","zh-tw","2021-05-25 05:36:28","Jason95625","","",""
"","https://arenaofvalor.fandom.com/zh-tw","《傳說對決》 Wiki","zh-tw","2021-05-16 14:56:19","LiKai121","","",""
"","https://heroestimessurvivalrpg.fandom.com/zh-tw","勇者傳説-生存RPG Wiki","zh-tw","2021-05-01 18:25:06","Dnevenb","","",""
"","https://pixelpeopletw.fandom.com/zh-tw","宇宙小鎮 Wiki","zh-tw","2021-04-16 23:21:17","Rrrring","","",""
"","https://engagesouls.fandom.com/zh-tw","決鬥之魂中文 Wiki","zh-tw","2021-04-16 18:42:30","Aiwakata","","",""
"","https://proto-awequraya.fandom.com/zh-tw","Proto Awēqurāya Wiki","zh-tw","2021-04-10 13:30:49","Ukapa","","",""
"","https://roman.fandom.com/zh-tw","Roman Wiki","zh-tw","2021-04-05 14:53:52","Mr.railway","","",""
"","https://conquerors-blade-cht.fandom.com/zh-tw","Conquerors Blade CHT Wiki","zh-tw","2021-03-25 03:01:52","Ringlin","","",""
"","https://fung-ding-province.fandom.com/zh-tw","峰頂省 Fung Ding Province Wiki","zh-tw","2021-03-23 14:08:43","Samlai0000","","",""
"","https://kcc.fandom.com/zh-tw","KCC Wiki","zh-tw","2021-03-15 12:27:32","Hiyt0487","","",""
"","https://demonimmortal.fandom.com/zh-tw","萬靈寶錄 Wiki","zh-tw","2021-03-04 09:07:55","Ofclstarhealer","","",""
"","https://jinghe.fandom.com/zh-tw","Jinghe Wiki","zh-tw","2021-02-18 05:26:06","MeanCoffee","","",""
"","https://acgtw.fandom.com/zh-tw","臺灣動漫文化大典 Wiki","zh-tw","2021-02-13 01:52:21","Ramon Zhang","","",""
"","https://taipo-city-adventure.fandom.com/zh-tw","Taipo City Adventure Wiki","zh-tw","2021-02-09 06:14:01","Deathdog9","","",""
"","https://brawl-stars-prerium.fandom.com/zh-tw","BRAWL STARS PRERIUM Wiki","zh-tw","2021-02-02 07:24:52","SKOIKOALA","","",""
"","https://kayi.fandom.com/zh-tw","Kayi Wiki","zh-tw","2021-01-26 21:44:57","安条矶子","","",""
"","https://mapa-studio-tw.fandom.com/zh-tw","MAPA Studio TW Wiki","zh-tw","2021-01-13 21:40:11","AgentHofer","","",""
"","https://thesimsmedieval.fandom.com/zh-tw","模擬市民中世紀 正體中文 Wiki","zh-tw","2021-01-11 03:55:10","薄蛍","","",""
"","https://historyandtime.fandom.com/zh-tw","歷史時間 Wiki","zh-tw","2021-01-11 00:20:20","British Hong Kong balls","","",""
"","https://yulgangtw.fandom.com/zh-tw","熱血江湖 Wiki","zh-tw","2021-01-10 20:14:07","Miumiu05","","",""
"","https://futre-fight.fandom.com/zh-tw","漫威未來之戰  Futre Fight Wiki","zh-tw","2021-01-02 06:48:51","Fourze123456","","",""
"","https://thebook.fandom.com/zh-tw","世界劇本 Wiki","zh-tw","2021-01-01 13:50:00","Shirohyou","","",""
"","https://undertalearena.fandom.com/zh-tw","Minecraft Undertale Arena: Wiki","zh-tw","2020-12-27 15:40:12","FocalSalt","","",""
"","https://tera.fandom.com/zh-tw","Tera Wiki","zh-tw","2020-12-23 10:35:39","LiKai121","","",""
"","https://cocs.fandom.com/zh-tw","雲都伺服器維基","zh-tw","2020-12-16 13:01:10","Kai 9097","","",""
"","https://rival-regions.fandom.com/zh-tw","Rival Regions Wiki","zh-tw","2020-12-09 12:45:33","PandrewTW","","",""
"","https://masource.fandom.com/zh-tw","馬援會文庫 Wiki","zh-tw","2020-12-03 14:30:14","金日成","","",""
"","https://blackdesert.fandom.com/zh-tw","黑色沙漠 Wiki","zh-tw","2020-12-03 09:42:50","Duvencrune","","",""
"","https://fincity.fandom.com/zh-tw","芬城 Wiki","zh-tw","2020-11-22 08:48:48","XK2433","","",""
"","https://pujiangcity.fandom.com/zh-tw","浦江市 Wiki","zh-tw","2020-11-14 11:30:10","2B06","","",""
"","https://it-boy.fandom.com/zh-tw","It boy Wiki","zh-tw","2020-11-03 13:28:23","Hiyt0487","","",""
"","https://diamond-sutra.fandom.com/zh-tw","Diamond Sutra Wiki","zh-tw","2020-11-03 10:54:25","Ubnn","","",""
"","https://sasuke.fandom.com/zh-tw","極限體能王 Wiki","zh-tw","2020-10-20 14:05:10","YuChen0724","","",""
"","https://kamigui.fandom.com/zh-tw","神喰い Wiki","zh-tw","2020-10-20 13:57:47","Anvistheufo","","",""
"","https://zhongjishikong.fandom.com/zh-tw","終極時空維基","zh-tw","2020-10-17 14:14:20","UJ112013","","",""
"","https://globalrpofficial.fandom.com/zh-tw","Globalrp_official Wiki","zh-tw","2020-10-14 15:23:29","Jeff07141727","","",""
"","https://reconnected.fandom.com/zh-tw","夢境連結-Re:connected Wiki","zh-tw","2020-10-05 18:18:29","Asd135d","","",""
"","https://pjsekai.fandom.com/zh-tw","世界計畫彩色舞台feat. 初音未來 Wiki","zh-tw","2020-10-05 07:28:20","MacherieARISA","","",""
"","https://shibang.fandom.com/zh-tw","系邊 Wiki","zh-tw","2020-09-11 03:00:31","Ninegba","","",""
"","https://ghostrp.fandom.com/zh-tw","鬼村RP Wiki","zh-tw","2020-08-31 22:13:12","Nubk2","","",""
"","https://ma9fans.fandom.com/zh-tw","馬英九與標太郎美食研究會 Wiki","zh-tw","2020-08-27 09:58:02","詹忠謀","","",""
"","https://yxminecraftserver.fandom.com/zh-tw","YXMinecraftServer Wiki","zh-tw","2020-08-26 01:14:35","Yexing","","",""
"","https://newmoonlegend.fandom.com/zh-tw","新月傳説 Wiki","zh-tw","2020-08-25 05:30:46","Xpfung","","",""
"","https://ucptest.fandom.com/zh-tw","UCP Test Wiki","zh-tw","2020-08-10 14:50:43","Winston Sung","","",""
"","https://hjrp.fandom.com/zh-tw","HJ-RP Wiki","zh-tw","2020-08-03 04:47:26","Iambigkbro","","",""
"","https://helppage-test.fandom.com/zh-tw","Helppage test Wiki","zh-tw","2020-07-24 07:58:07","Ludwik.kazmierczak","","",""
"","https://islandlife.fandom.com/zh-tw","留下來或回家？--開啟你的島嶼生活！ Wiki","zh-tw","2020-07-01 20:07:37","Wdianrdk","","",""
